report_id,key,value,metric,graph,aggregation
028160345,starts-donut-fueltype,Vehicle Starts by Fuel Type,starts,donut,fueltype
028160345,hotelo-donut-sourcetype,Hotelling (Engines Off) by Vehicle Type,hotelo,donut,sourcetype
028160345,ratevmt-line-overall,Emissions Rate (per mile) Overall over Time,ratevmt,line,overall
028160345,pop-line-sourcecar,Population over Time for Passenger Vehicles,pop,line,sourcecar
028160345,sourcehours-map-upper,Time Driven in My Region,sourcehours,map,upper
028160345,vehicles-map-lower,Vehicles Mapped by Area,vehicles,map,lower
028160345,emissions-multiline-roadtype,Emissions by Road Type over Time,emissions,multiline,roadtype
028160345,sourcehours-multiline-fueltype,Time Driven by Fuel Type over Time,sourcehours,multiline,fueltype
028160345,emissions-rank,Areas Ranked by Emissions,emissions,rank,profile
028160345,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
029480461,ratepop-donut-overall,Emissions Rate (per capita) Overall by Area,ratepop,donut,overall
029480461,vmt-donut-regclass,Vehicle Miles Traveled by Regulatory Class,vmt,donut,regclass
029480461,vmt-line-sourcecar,Vehicle Miles Traveled over Time for Passenger Vehicles,vmt,line,sourcecar
029480461,idlehours-line-sourcebus,Idling over Time for Buses,idlehours,line,sourcebus
029480461,starts-map-lower,Vehicle Starts Mapped by Area,starts,map,lower
029480461,sourcehours-map-upper,Time Driven in My Region,sourcehours,map,upper
029480461,ratepop-multiline-roadtype,Emissions Rate (per capita) by Road Type over Time,ratepop,multiline,roadtype
029480461,ratevmt-multiline-fueltype,Emissions Rate (per mile) by Fuel Type over Time,ratevmt,multiline,fueltype
029480461,emissions-rank,Areas Ranked by Emissions,emissions,rank,profile
029480461,vehicles-rank,Areas Ranked by Vehicles,vehicles,rank,profile
033046045,vmt-donut-overall,Vehicle Miles Traveled Overall by Area,vmt,donut,overall
033046045,starts-donut-roadtype,Vehicle Starts by Road Type,starts,donut,roadtype
033046045,pop-line-overall,Population Overall over Time,pop,line,overall
033046045,sourcehours-line-sourcebus,Time Driven over Time for Buses,sourcehours,line,sourcebus
033046045,pop-map-lower,Population Mapped by Area,pop,map,lower
033046045,hoteld-map-upper,Hotelling (Diesel Aux) in My Region,hoteld,map,upper
033046045,emissions-multiline-overall,Emissions by Area over Time,emissions,multiline,overall
033046045,idlehours-multiline-roadtype,Idling by Road Type over Time,idlehours,multiline,roadtype
033046045,pop-rank,Areas Ranked by Population,pop,rank,profile
033046045,vehicles-rank,Areas Ranked by Vehicles,vehicles,rank,profile
033092998,hotelo-donut-overall,Hotelling (Engines Off) Overall by Area,hotelo,donut,overall
033092998,hoteld-donut-sourcetype,Hotelling (Diesel Aux) by Vehicle Type,hoteld,donut,sourcetype
033092998,hoteld-line-sourcecar,Hotelling (Diesel Aux) over Time for Passenger Vehicles,hoteld,line,sourcecar
033092998,emissions-line-sourcebus,Emissions over Time for Buses,emissions,line,sourcebus
033092998,hoteld-map-upper,Hotelling (Diesel Aux) in My Region,hoteld,map,upper
033092998,idlehours-map-lower,Idling Mapped by Area,idlehours,map,lower
033092998,emissions-multiline-sourcetype,Emissions by Vehicle Type over Time,emissions,multiline,sourcetype
033092998,hotelo-multiline-fueltype,Hotelling (Engines Off) by Fuel Type over Time,hotelo,multiline,fueltype
033092998,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
033092998,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
033607156,pop-donut-regclass,Population by Regulatory Class,pop,donut,regclass
033607156,starts-donut-roadtype,Vehicle Starts by Road Type,starts,donut,roadtype
033607156,vmt-line-sourcecar,Vehicle Miles Traveled over Time for Passenger Vehicles,vmt,line,sourcecar
033607156,pop-line-overall,Population Overall over Time,pop,line,overall
033607156,emissions-map-lower,Emissions Mapped by Area,emissions,map,lower
033607156,pop-map-upper,Population in My Region,pop,map,upper
033607156,pop-multiline-regclass,Population by Regulatory Class over Time,pop,multiline,regclass
033607156,vmt-multiline-roadtype,Vehicle Miles Traveled by Road Type over Time,vmt,multiline,roadtype
033607156,pop-rank,Areas Ranked by Population,pop,rank,profile
033607156,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
034304779,starts-donut-sourcetype,Vehicle Starts by Vehicle Type,starts,donut,sourcetype
034304779,vmt-donut-overall,Vehicle Miles Traveled Overall by Area,vmt,donut,overall
034304779,ratevehicles-line-sourcebus,Emissions Rate (per vehicle) over Time for Buses,ratevehicles,line,sourcebus
034304779,pop-line-overall,Population Overall over Time,pop,line,overall
034304779,starts-map-upper,Vehicle Starts in My Region,starts,map,upper
034304779,ratepop-map-upper,Emissions Rate (per capita) in My Region,ratepop,map,upper
034304779,emissions-multiline-roadtype,Emissions by Road Type over Time,emissions,multiline,roadtype
034304779,ratevmt-multiline-sourcetype,Emissions Rate (per mile) by Vehicle Type over Time,ratevmt,multiline,sourcetype
034304779,ratevehicles-rank,Areas Ranked by Emissions Rate (per vehicle),ratevehicles,rank,profile
034304779,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
035374833,idlehours-donut-overall,Idling Overall by Area,idlehours,donut,overall
035374833,ratevmt-donut-overall,Emissions Rate (per mile) Overall by Area,ratevmt,donut,overall
035374833,ratepop-line-overall,Emissions Rate (per capita) Overall over Time,ratepop,line,overall
035374833,ratevmt-line-overall,Emissions Rate (per mile) Overall over Time,ratevmt,line,overall
035374833,ratevehicles-map-upper,Emissions Rate (per vehicle) in My Region,ratevehicles,map,upper
035374833,hoteld-map-upper,Hotelling (Diesel Aux) in My Region,hoteld,map,upper
035374833,emissions-multiline-roadtype,Emissions by Road Type over Time,emissions,multiline,roadtype
035374833,vmt-multiline-sourcetype,Vehicle Miles Traveled by Vehicle Type over Time,vmt,multiline,sourcetype
035374833,vehicles-rank,Areas Ranked by Vehicles,vehicles,rank,profile
035374833,emissions-rank,Areas Ranked by Emissions,emissions,rank,profile
035441964,vmt-donut-roadtype,Vehicle Miles Traveled by Road Type,vmt,donut,roadtype
035441964,starts-donut-roadtype,Vehicle Starts by Road Type,starts,donut,roadtype
035441964,emissions-line-overall,Emissions Overall over Time,emissions,line,overall
035441964,starts-line-sourcecar,Vehicle Starts over Time for Passenger Vehicle Starts,starts,line,sourcecar
035441964,idlehours-map-lower,Idling Mapped by Area,idlehours,map,lower
035441964,hoteld-map-lower,Hotelling (Diesel Aux) Mapped by Area,hoteld,map,lower
035441964,ratepop-multiline-sourcetype,Emissions Rate (per capita) by Vehicle Type over Time,ratepop,multiline,sourcetype
035441964,vmt-multiline-sourcetype,Vehicle Miles Traveled by Vehicle Type over Time,vmt,multiline,sourcetype
035441964,pop-rank,Areas Ranked by Population,pop,rank,profile
035441964,idlehours-rank,Areas Ranked by Idling,idlehours,rank,profile
035455159,idlehours-donut-regclass,Idling by Regulatory Class,idlehours,donut,regclass
035455159,starts-donut-roadtype,Vehicle Starts by Road Type,starts,donut,roadtype
035455159,starts-line-sourcebus,Vehicle Starts over Time for Buses,starts,line,sourcebus
035455159,emissions-line-overall,Emissions Overall over Time,emissions,line,overall
035455159,pop-map-upper,Population in My Region,pop,map,upper
035455159,emissions-map-upper,Emissions in My Region,emissions,map,upper
035455159,sourcehours-multiline-sourcetype,Time Driven by Vehicle Type over Time,sourcehours,multiline,sourcetype
035455159,sourcehours-multiline-overall,Time Driven by Area over Time,sourcehours,multiline,overall
035455159,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
035455159,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
035731386,hotelo-donut-regclass,Hotelling (Engines Off) by Regulatory Class,hotelo,donut,regclass
035731386,hoteld-donut-roadtype,Hotelling (Diesel Aux) by Road Type,hoteld,donut,roadtype
035731386,vmt-line-sourcebus,Vehicle Miles Traveled over Time for Buses,vmt,line,sourcebus
035731386,idlehours-line-sourcebus,Idling over Time for Buses,idlehours,line,sourcebus
035731386,hoteld-map-lower,Hotelling (Diesel Aux) Mapped by Area,hoteld,map,lower
035731386,idlehours-map-lower,Idling Mapped by Area,idlehours,map,lower
035731386,hotelo-multiline-regclass,Hotelling (Engines Off) by Regulatory Class over Time,hotelo,multiline,regclass
035731386,emissions-multiline-roadtype,Emissions by Road Type over Time,emissions,multiline,roadtype
035731386,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
035731386,idlehours-rank,Areas Ranked by Idling,idlehours,rank,profile
036862437,ratevmt-donut-fueltype,Emissions Rate (per mile) by Fuel Type,ratevmt,donut,fueltype
036862437,vmt-donut-fueltype,Vehicle Miles Traveled by Fuel Type,vmt,donut,fueltype
036862437,vmt-line-sourcecar,Vehicle Miles Traveled over Time for Passenger Vehicles,vmt,line,sourcecar
036862437,ratevmt-line-sourcecar,Emissions Rate (per mile) over Time for Passenger Vehicles,ratevmt,line,sourcecar
036862437,hoteld-map-lower,Hotelling (Diesel Aux) Mapped by Area,hoteld,map,lower
036862437,starts-map-upper,Vehicle Starts in My Region,starts,map,upper
036862437,hoteld-multiline-fueltype,Hotelling (Diesel Aux) by Fuel Type over Time,hoteld,multiline,fueltype
036862437,starts-multiline-overall,Vehicle Starts by Area over Time,starts,multiline,overall
036862437,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
036862437,idlehours-rank,Areas Ranked by Idling,idlehours,rank,profile
036973064,ratepop-donut-fueltype,Emissions Rate (per capita) by Fuel Type,ratepop,donut,fueltype
036973064,ratevehicles-donut-regclass,Emissions Rate (per vehicle) by Regulatory Class,ratevehicles,donut,regclass
036973064,vmt-line-sourcebus,Vehicle Miles Traveled over Time for Buses,vmt,line,sourcebus
036973064,emissions-line-sourcecar,Emissions over Time for Passenger Vehicles,emissions,line,sourcecar
036973064,idlehours-map-upper,Idling in My Region,idlehours,map,upper
036973064,ratepop-map-upper,Emissions Rate (per capita) in My Region,ratepop,map,upper
036973064,ratevehicles-multiline-sourcetype,Emissions Rate (per vehicle) by Vehicle Type over Time,ratevehicles,multiline,sourcetype
036973064,idlehours-multiline-overall,Idling by Area over Time,idlehours,multiline,overall
036973064,ratevehicles-rank,Areas Ranked by Emissions Rate (per vehicle),ratevehicles,rank,profile
036973064,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
037326793,ratevmt-donut-sourcetype,Emissions Rate (per mile) by Vehicle Type,ratevmt,donut,sourcetype
037326793,idlehours-donut-overall,Idling Overall by Area,idlehours,donut,overall
037326793,hoteld-line-sourcebus,Hotelling (Diesel Aux) over Time for Buses,hoteld,line,sourcebus
037326793,idlehours-line-sourcebus,Idling over Time for Buses,idlehours,line,sourcebus
037326793,ratevehicles-map-upper,Emissions Rate (per vehicle) in My Region,ratevehicles,map,upper
037326793,starts-map-lower,Vehicle Starts Mapped by Area,starts,map,lower
037326793,vehicles-multiline-overall,Vehicles by Area over Time,vehicles,multiline,overall
037326793,idlehours-multiline-regclass,Idling by Regulatory Class over Time,idlehours,multiline,regclass
037326793,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
037326793,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
037912753,ratevehicles-donut-roadtype,Emissions Rate (per vehicle) by Road Type,ratevehicles,donut,roadtype
037912753,pop-donut-fueltype,Population by Fuel Type,pop,donut,fueltype
037912753,sourcehours-line-sourcebus,Time Driven over Time for Buses,sourcehours,line,sourcebus
037912753,vehicles-line-sourcebus,Vehicles over Time for Buses,vehicles,line,sourcebus
037912753,sourcehours-map-upper,Time Driven in My Region,sourcehours,map,upper
037912753,pop-map-upper,Population in My Region,pop,map,upper
037912753,pop-multiline-sourcetype,Population by Vehicle Type over Time,pop,multiline,sourcetype
037912753,hotelo-multiline-roadtype,Hotelling (Engines Off) by Road Type over Time,hotelo,multiline,roadtype
037912753,vehicles-rank,Areas Ranked by Vehicles,vehicles,rank,profile
037912753,vmt-rank,Areas Ranked by Vehicle Miles Traveled,vmt,rank,profile
039675323,emissions-donut-regclass,Emissions by Regulatory Class,emissions,donut,regclass
039675323,ratevehicles-donut-fueltype,Emissions Rate (per vehicle) by Fuel Type,ratevehicles,donut,fueltype
039675323,hoteld-line-overall,Hotelling (Diesel Aux) Overall over Time,hoteld,line,overall
039675323,starts-line-sourcebus,Vehicle Starts over Time for Buses,starts,line,sourcebus
039675323,idlehours-map-upper,Idling in My Region,idlehours,map,upper
039675323,ratevehicles-map-upper,Emissions Rate (per vehicle) in My Region,ratevehicles,map,upper
039675323,sourcehours-multiline-roadtype,Time Driven by Road Type over Time,sourcehours,multiline,roadtype
039675323,vmt-multiline-regclass,Vehicle Miles Traveled by Regulatory Class over Time,vmt,multiline,regclass
039675323,ratevehicles-rank,Areas Ranked by Emissions Rate (per vehicle),ratevehicles,rank,profile
039675323,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
040365956,emissions-donut-fueltype,Emissions by Fuel Type,emissions,donut,fueltype
040365956,hoteld-donut-roadtype,Hotelling (Diesel Aux) by Road Type,hoteld,donut,roadtype
040365956,ratepop-line-sourcecar,Emissions Rate (per capita) over Time for Passenger Vehicles,ratepop,line,sourcecar
040365956,ratevehicles-line-sourcebus,Emissions Rate (per vehicle) over Time for Buses,ratevehicles,line,sourcebus
040365956,starts-map-lower,Vehicle Starts Mapped by Area,starts,map,lower
040365956,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
040365956,pop-multiline-fueltype,Population by Fuel Type over Time,pop,multiline,fueltype
040365956,hotelo-multiline-overall,Hotelling (Engines Off) by Area over Time,hotelo,multiline,overall
040365956,pop-rank,Areas Ranked by Population,pop,rank,profile
040365956,ratevehicles-rank,Areas Ranked by Emissions Rate (per vehicle),ratevehicles,rank,profile
040546965,emissions-donut-roadtype,Emissions by Road Type,emissions,donut,roadtype
040546965,ratevmt-donut-roadtype,Emissions Rate (per mile) by Road Type,ratevmt,donut,roadtype
040546965,emissions-line-sourcebus,Emissions over Time for Buses,emissions,line,sourcebus
040546965,vmt-line-overall,Vehicle Miles Traveled Overall over Time,vmt,line,overall
040546965,hotelo-map-upper,Hotelling (Engines Off) in My Region,hotelo,map,upper
040546965,pop-map-lower,Population Mapped by Area,pop,map,lower
040546965,hotelo-multiline-overall,Hotelling (Engines Off) by Area over Time,hotelo,multiline,overall
040546965,idlehours-multiline-overall,Idling by Area over Time,idlehours,multiline,overall
040546965,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
040546965,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
040610971,sourcehours-donut-overall,Time Driven Overall by Area,sourcehours,donut,overall
040610971,hoteld-donut-regclass,Hotelling (Diesel Aux) by Regulatory Class,hoteld,donut,regclass
040610971,vmt-line-sourcecar,Vehicle Miles Traveled over Time for Passenger Vehicles,vmt,line,sourcecar
040610971,vmt-line-overall,Vehicle Miles Traveled Overall over Time,vmt,line,overall
040610971,ratepop-map-lower,Emissions Rate (per capita) Mapped by Area,ratepop,map,lower
040610971,ratevmt-map-lower,Emissions Rate (per mile) Mapped by Area,ratevmt,map,lower
040610971,vmt-multiline-sourcetype,Vehicle Miles Traveled by Vehicle Type over Time,vmt,multiline,sourcetype
040610971,ratevehicles-multiline-roadtype,Emissions Rate (per vehicle) by Road Type over Time,ratevehicles,multiline,roadtype
040610971,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
040610971,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
041429266,starts-donut-sourcetype,Vehicle Starts by Vehicle Type,starts,donut,sourcetype
041429266,hotelo-donut-sourcetype,Hotelling (Engines Off) by Vehicle Type,hotelo,donut,sourcetype
041429266,starts-line-overall,Vehicle Starts Overall over Time,starts,line,overall
041429266,idlehours-line-sourcebus,Idling over Time for Buses,idlehours,line,sourcebus
041429266,hotelo-map-upper,Hotelling (Engines Off) in My Region,hotelo,map,upper
041429266,vmt-map-upper,Vehicle Miles Traveled in My Region,vmt,map,upper
041429266,pop-multiline-fueltype,Population by Fuel Type over Time,pop,multiline,fueltype
041429266,hoteld-multiline-roadtype,Hotelling (Diesel Aux) by Road Type over Time,hoteld,multiline,roadtype
041429266,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
041429266,pop-rank,Areas Ranked by Population,pop,rank,profile
044385293,sourcehours-donut-roadtype,Time Driven by Road Type,sourcehours,donut,roadtype
044385293,starts-donut-overall,Vehicle Starts Overall by Area,starts,donut,overall
044385293,sourcehours-line-sourcebus,Time Driven over Time for Buses,sourcehours,line,sourcebus
044385293,hotelo-line-overall,Hotelling (Engines Off) Overall over Time,hotelo,line,overall
044385293,ratevmt-map-upper,Emissions Rate (per mile) in My Region,ratevmt,map,upper
044385293,sourcehours-map-upper,Time Driven in My Region,sourcehours,map,upper
044385293,ratevehicles-multiline-overall,Emissions Rate (per vehicle) by Area over Time,ratevehicles,multiline,overall
044385293,ratepop-multiline-roadtype,Emissions Rate (per capita) by Road Type over Time,ratepop,multiline,roadtype
044385293,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
044385293,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
046695752,vehicles-donut-fueltype,Vehicles by Fuel Type,vehicles,donut,fueltype
046695752,ratevehicles-donut-regclass,Emissions Rate (per vehicle) by Regulatory Class,ratevehicles,donut,regclass
046695752,hoteld-line-sourcecar,Hotelling (Diesel Aux) over Time for Passenger Vehicles,hoteld,line,sourcecar
046695752,starts-line-overall,Vehicle Starts Overall over Time,starts,line,overall
046695752,vmt-map-lower,Vehicle Miles Traveled Mapped by Area,vmt,map,lower
046695752,ratevmt-map-lower,Emissions Rate (per mile) Mapped by Area,ratevmt,map,lower
046695752,vmt-multiline-regclass,Vehicle Miles Traveled by Regulatory Class over Time,vmt,multiline,regclass
046695752,hoteld-multiline-fueltype,Hotelling (Diesel Aux) by Fuel Type over Time,hoteld,multiline,fueltype
046695752,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
046695752,vmt-rank,Areas Ranked by Vehicle Miles Traveled,vmt,rank,profile
047024373,pop-donut-regclass,Population by Regulatory Class,pop,donut,regclass
047024373,emissions-donut-sourcetype,Emissions by Vehicle Type,emissions,donut,sourcetype
047024373,sourcehours-line-overall,Time Driven Overall over Time,sourcehours,line,overall
047024373,hotelo-line-overall,Hotelling (Engines Off) Overall over Time,hotelo,line,overall
047024373,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
047024373,sourcehours-map-lower,Time Driven Mapped by Area,sourcehours,map,lower
047024373,idlehours-multiline-sourcetype,Idling by Vehicle Type over Time,idlehours,multiline,sourcetype
047024373,vmt-multiline-fueltype,Vehicle Miles Traveled by Fuel Type over Time,vmt,multiline,fueltype
047024373,idlehours-rank,Areas Ranked by Idling,idlehours,rank,profile
047024373,vmt-rank,Areas Ranked by Vehicle Miles Traveled,vmt,rank,profile
047162944,starts-donut-overall,Vehicle Starts Overall by Area,starts,donut,overall
047162944,ratepop-donut-sourcetype,Emissions Rate (per capita) by Vehicle Type,ratepop,donut,sourcetype
047162944,sourcehours-line-sourcecar,Time Driven over Time for Passenger Time Driven,sourcehours,line,sourcecar
047162944,vehicles-line-sourcecar,Vehicles over Time for Passenger Vehicles,vehicles,line,sourcecar
047162944,ratepop-map-lower,Emissions Rate (per capita) Mapped by Area,ratepop,map,lower
047162944,hotelo-map-lower,Hotelling (Engines Off) Mapped by Area,hotelo,map,lower
047162944,pop-multiline-regclass,Population by Regulatory Class over Time,pop,multiline,regclass
047162944,vmt-multiline-sourcetype,Vehicle Miles Traveled by Vehicle Type over Time,vmt,multiline,sourcetype
047162944,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
047162944,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
050440919,starts-donut-roadtype,Vehicle Starts by Road Type,starts,donut,roadtype
050440919,pop-donut-fueltype,Population by Fuel Type,pop,donut,fueltype
050440919,vmt-line-overall,Vehicle Miles Traveled Overall over Time,vmt,line,overall
050440919,ratevehicles-line-overall,Emissions Rate (per vehicle) Overall over Time,ratevehicles,line,overall
050440919,hotelo-map-lower,Hotelling (Engines Off) Mapped by Area,hotelo,map,lower
050440919,pop-map-upper,Population in My Region,pop,map,upper
050440919,vehicles-multiline-sourcetype,Vehicles by Vehicle Type over Time,vehicles,multiline,sourcetype
050440919,ratevmt-multiline-sourcetype,Emissions Rate (per mile) by Vehicle Type over Time,ratevmt,multiline,sourcetype
050440919,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
050440919,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
051271176,hoteld-donut-roadtype,Hotelling (Diesel Aux) by Road Type,hoteld,donut,roadtype
051271176,vmt-donut-regclass,Vehicle Miles Traveled by Regulatory Class,vmt,donut,regclass
051271176,vmt-line-sourcebus,Vehicle Miles Traveled over Time for Buses,vmt,line,sourcebus
051271176,idlehours-line-overall,Idling Overall over Time,idlehours,line,overall
051271176,ratevmt-map-upper,Emissions Rate (per mile) in My Region,ratevmt,map,upper
051271176,emissions-map-upper,Emissions in My Region,emissions,map,upper
051271176,ratepop-multiline-overall,Emissions Rate (per capita) by Area over Time,ratepop,multiline,overall
051271176,ratepop-multiline-regclass,Emissions Rate (per capita) by Regulatory Class over Time,ratepop,multiline,regclass
051271176,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
051271176,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
052145757,emissions-donut-regclass,Emissions by Regulatory Class,emissions,donut,regclass
052145757,sourcehours-donut-regclass,Time Driven by Regulatory Class,sourcehours,donut,regclass
052145757,ratepop-line-sourcecar,Emissions Rate (per capita) over Time for Passenger Vehicles,ratepop,line,sourcecar
052145757,emissions-line-sourcecar,Emissions over Time for Passenger Vehicles,emissions,line,sourcecar
052145757,vehicles-map-lower,Vehicles Mapped by Area,vehicles,map,lower
052145757,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
052145757,ratevehicles-multiline-sourcetype,Emissions Rate (per vehicle) by Vehicle Type over Time,ratevehicles,multiline,sourcetype
052145757,vmt-multiline-sourcetype,Vehicle Miles Traveled by Vehicle Type over Time,vmt,multiline,sourcetype
052145757,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
052145757,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
052787507,starts-donut-roadtype,Vehicle Starts by Road Type,starts,donut,roadtype
052787507,vehicles-donut-overall,Vehicles Overall by Area,vehicles,donut,overall
052787507,vmt-line-sourcebus,Vehicle Miles Traveled over Time for Buses,vmt,line,sourcebus
052787507,vehicles-line-sourcecar,Vehicles over Time for Passenger Vehicles,vehicles,line,sourcecar
052787507,sourcehours-map-upper,Time Driven in My Region,sourcehours,map,upper
052787507,ratepop-map-lower,Emissions Rate (per capita) Mapped by Area,ratepop,map,lower
052787507,vehicles-multiline-overall,Vehicles by Area over Time,vehicles,multiline,overall
052787507,sourcehours-multiline-overall,Time Driven by Area over Time,sourcehours,multiline,overall
052787507,vmt-rank,Areas Ranked by Vehicle Miles Traveled,vmt,rank,profile
052787507,pop-rank,Areas Ranked by Population,pop,rank,profile
053313359,starts-donut-regclass,Vehicle Starts by Regulatory Class,starts,donut,regclass
053313359,hoteld-donut-overall,Hotelling (Diesel Aux) Overall by Area,hoteld,donut,overall
053313359,vehicles-line-sourcebus,Vehicles over Time for Buses,vehicles,line,sourcebus
053313359,hotelo-line-sourcebus,Hotelling (Engines Off) over Time for Buses,hotelo,line,sourcebus
053313359,emissions-map-upper,Emissions in My Region,emissions,map,upper
053313359,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
053313359,idlehours-multiline-overall,Idling by Area over Time,idlehours,multiline,overall
053313359,idlehours-multiline-regclass,Idling by Regulatory Class over Time,idlehours,multiline,regclass
053313359,pop-rank,Areas Ranked by Population,pop,rank,profile
053313359,emissions-rank,Areas Ranked by Emissions,emissions,rank,profile
053490133,ratevmt-donut-overall,Emissions Rate (per mile) Overall by Area,ratevmt,donut,overall
053490133,emissions-donut-sourcetype,Emissions by Vehicle Type,emissions,donut,sourcetype
053490133,emissions-line-sourcecar,Emissions over Time for Passenger Vehicles,emissions,line,sourcecar
053490133,vmt-line-sourcecar,Vehicle Miles Traveled over Time for Passenger Vehicles,vmt,line,sourcecar
053490133,hoteld-map-upper,Hotelling (Diesel Aux) in My Region,hoteld,map,upper
053490133,idlehours-map-upper,Idling in My Region,idlehours,map,upper
053490133,idlehours-multiline-fueltype,Idling by Fuel Type over Time,idlehours,multiline,fueltype
053490133,hotelo-multiline-overall,Hotelling (Engines Off) by Area over Time,hotelo,multiline,overall
053490133,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
053490133,pop-rank,Areas Ranked by Population,pop,rank,profile
055799505,pop-donut-overall,Population Overall by Area,pop,donut,overall
055799505,ratevmt-donut-sourcetype,Emissions Rate (per mile) by Vehicle Type,ratevmt,donut,sourcetype
055799505,hotelo-line-overall,Hotelling (Engines Off) Overall over Time,hotelo,line,overall
055799505,ratevmt-line-overall,Emissions Rate (per mile) Overall over Time,ratevmt,line,overall
055799505,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
055799505,vehicles-map-lower,Vehicles Mapped by Area,vehicles,map,lower
055799505,pop-multiline-regclass,Population by Regulatory Class over Time,pop,multiline,regclass
055799505,starts-multiline-sourcetype,Vehicle Starts by Vehicle Type over Time,starts,multiline,sourcetype
055799505,idlehours-rank,Areas Ranked by Idling,idlehours,rank,profile
055799505,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
056881650,pop-donut-roadtype,Population by Road Type,pop,donut,roadtype
056881650,ratepop-donut-regclass,Emissions Rate (per capita) by Regulatory Class,ratepop,donut,regclass
056881650,pop-line-sourcebus,Population over Time for Buses,pop,line,sourcebus
056881650,ratevmt-line-overall,Emissions Rate (per mile) Overall over Time,ratevmt,line,overall
056881650,hotelo-map-upper,Hotelling (Engines Off) in My Region,hotelo,map,upper
056881650,idlehours-map-lower,Idling Mapped by Area,idlehours,map,lower
056881650,ratepop-multiline-regclass,Emissions Rate (per capita) by Regulatory Class over Time,ratepop,multiline,regclass
056881650,pop-multiline-regclass,Population by Regulatory Class over Time,pop,multiline,regclass
056881650,starts-rank,Areas Ranked by Vehicle Starts,starts,rank,profile
056881650,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
058109463,ratepop-donut-overall,Emissions Rate (per capita) Overall by Area,ratepop,donut,overall
058109463,idlehours-donut-roadtype,Idling by Road Type,idlehours,donut,roadtype
058109463,hotelo-line-overall,Hotelling (Engines Off) Overall over Time,hotelo,line,overall
058109463,ratevmt-line-sourcecar,Emissions Rate (per mile) over Time for Passenger Vehicles,ratevmt,line,sourcecar
058109463,idlehours-map-lower,Idling Mapped by Area,idlehours,map,lower
058109463,hotelo-map-upper,Hotelling (Engines Off) in My Region,hotelo,map,upper
058109463,ratevehicles-multiline-roadtype,Emissions Rate (per vehicle) by Road Type over Time,ratevehicles,multiline,roadtype
058109463,ratevehicles-multiline-regclass,Emissions Rate (per vehicle) by Regulatory Class over Time,ratevehicles,multiline,regclass
058109463,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
058109463,hoteld-rank,Areas Ranked by Hotelling (Diesel Aux),hoteld,rank,profile
060660117,hoteld-donut-sourcetype,Hotelling (Diesel Aux) by Vehicle Type,hoteld,donut,sourcetype
060660117,ratepop-donut-sourcetype,Emissions Rate (per capita) by Vehicle Type,ratepop,donut,sourcetype
060660117,hotelo-line-sourcecar,Hotelling (Engines Off) over Time for Passenger Vehicles,hotelo,line,sourcecar
